,Artist,Title,Year
4264,Janet,Doesn’t Really Matter,2000
4265,Christina Aguilera,What A Girl Wants,2000
4267,‘N Sync,Bye Bye Bye,2000
4268,Marc Anthony,You Sang To Me,2000
4270,Montell Jordan,Get It On Tonite,2000
4271,Sisqo,Incomplete,2000
4272,Macy Gray,I Try,2000
4273,‘N Sync,It’s Gonna Be Me,2000
4274,Celine Dion,That’s The Way It Is,2000
4275,Nelly, Country Grammar,2000
4276,Blaque,Bring It All To Me,2000
4277,Backstreet Boys,Show Me The Meaning Of Being Lonely,2000
4278,"Missy Elliott feat. Nas, EVE and Q-Tip",Hot Boyz,2000
4279,BBMak,Back Here,2000
4280,Sonique,It Feels So Good,2000
4281,Nine Days,Absolutely,2000
4282,Creed,With Arms Wide Open,2000
4283,Enrique Iglesias,Be With You,2000
4284,Christina Aguilera,Come On Over Baby,2000
4285,Ruff Endz,No More,2000
4286,Blink 182,All The Small Things,2000
4288,Christina Aguilera,I Turn To You,2000
4289,Third Eye Blind,Never Let You Go,2000
4290,LeAnn Rimes,I Need You,2000
4291,Mariah Carey feat. Joe and 98 Degrees,Thank God I Found You,2000
4292,Jagged Edge,Let’s Get Married,2000
4294,Smash Mouth,Then The Morning Comes,2000
4295,iffel 65,Blue,2000
4296,Sting feat. Cheb Mami,Desert Rose,2000
4297,Eminem,The Real Slim Shady,2000
4298,Pink,Most Girls,2000
4299,Next,Wifey,2000
4300,Everclear,Wonderful,2000
4301,Britney Spears,Oops!… I Did It Again,2000
4302,Jessica Simpson,I Wanna Love You Forever,2000
4303,98 Degrees,Give Me Just One Night,2000
4304,Filter,Take A Picture,2000
4305,Red Hot Chili Peppers,Otherside,2000
4306,Jay-Z feat. UGK,Big Pimpin’,2000
4307,Son By Four,Purest Of Pain,2000
4308,Jagged Edge,He Can’t Love U,2000
4309,Avant,Separated,2000
4311,Donell Jones,U Know What’s Up,2000
4312,SoulDecision feat. Thrust,Faded,2000
4313,Kid Rock,Only God Knows Why,2000
4314,Mystikal,Shake Ya Ass,2000
4315,Erykah Badu,Bag Lady,2000
4316,Train,Meet Virginia,2000
4317,DMX,Party Up,2000
4318,Mya,Case Of The Ex,2000
4319,Dr. Dre feat. Eminem,Forget About Dre,2000
4320,Jo Dee Messina,That’s The Way,2000
4321,Westlife,Swear It Again,2000
4322,Dr. Dre feat. Snoop Dogg,The Next Episode,2000
4323,Britney Spears,From The Bottom Of My Broken Heart,2000
4324,Savage Garden,Crash And Burn,2000
4325,Chad Brock,Yes!,2000
4326,George Strait,The Best Day,2000
4327,Donell Jones,Where I Wanna Be,2000
4328,Toby Keith,How Do You Like Me Now?!,2000
4329,Tim McGraw,My Best Friend,2000
4330,Goo Goo Dolls,Broadway,2000
4331,Da Brat feat. Tyrese,What’chu Like,2000
4332,Kandi,Don’t Think I’m Not,2000
4333,Lee Ann Womack and Sons Of The Desert,I Hope You Dance,2000
4334,Alice Deejay,Better Off Alone,2000
4336,Lonestar,What About Now,2000
4338,Kevon Edmonds,24/7,2000
4339,LFO,Girl On TV,2000
4340,Lil Bow Wow feat. Xscape,Bounce With Me,2000
4341,Dixie Chicks,Cowboy Take Me Away,2000
4342,Aaliyah,I Don’t Wanna,2000
4343,Destiny’s Child,Independent Women Part I,2000
4344,Samantha Mumba,Gotta Tell You,2000
4345,Jennifer Lopez,Waiting For Tonight,2000
4346,Mary Mary,Shackles,2000
4347,Lifehouse,Hanging By A Moment,2001
4348,Alicia Keys,Fallin’,2001
4350,Train,Drops Of Jupiter,2001
4351,Jennifer Lopez feat. Ja Rule,I’m Real,2001
4352,matchbox twenty,If You’re Gone,2001
4353,Eve feat. Gwen Stefani,Let Me Blow Ya Mind,2001
4357,Blu Cantrell,Hit ‘Em Up Style,2001
4358,Shaggy feat. Ricardo “RikRok” Ducent,It Wasn’t Me,2001
4359,Joe feat. Mystikal,Stutter,2001
4360,Staind,It’s Been Awhile,2001
4361,Usher,U Remind Me,2001
4362,Jagged Edge With Nelly,Where The Party At,2001
4364,Nelly feat. City Spud,Ride Wit Me,2001
4365,Uncle Kracker,Follow Me,2001
4366,112,Peaches & Cream,2001
4368,City High,What Would You Do?,2001
4369,Destiny’s Child,Survivor,2001
4371,Outkast,Ms. Jackson,2001
4372,Jennifer Lopez,Love Don’t Cost A Thing,2001
4374,Dream,He Loves U Not,2001
4375,Crazy Town,Butterfly,2001
4376,Ja Rule feat. Lil’ Mo and Vita,Put It On Me,2001
4379,Moby feat. Gwen Stefani,South Side,2001
4380,Madonna,Don’t Tell Me,2001
4381,Missy “Misdemeanor” Elliott,Get Ur Freak On,2001
4383,Craig David,Fill Me In,2001
4384,Janet,Someone To Call My Lover,2001
4388,Destiny’s Child,Bootylicious,2001
4389,Nelly Furtado,I’m Like A Bird,2001
4391,R. Kelly feat. Jay-Z,Fiesta,2001
4392,Sugar Ray,When It’s Over,2001
4393,Aerosmith,Jaded,2001
4394,Jagged Edge,Promise,2001
4396,Ginuwine,Differences,2001
4397,‘N Sync,This I Promise You,2001
4398,Jay-Z,Izzo,2001
4399,Lil’ Mo feat. Fabolous,Superwoman Pt. II,2001
4400,Evan And Jaron,Crazy For This Girl,2001
4401,Ricky Martin and Christina Aguilera,Nobody Wants To Be Lonely,2001
4402,Jay-Z,I Just Wanna Love U,2001
4403,Missy “Misdemeanor” Elliott,One Minute Man,2001
4404,Mystikal feat. Nivea,Danger,2001
4405,Enya,Only Time,2001
4406,Toya,I Do!!,2001
4407,S Club 7,Never Had A Dream Come True,2001
4408,Tamia,Stranger In My House,2001
4409,Jessica Simpson,Irresistible,2001
4410,Sunshine Anderson,Heard It All Before,2001
4411,Dave Matthews Band,The Space Between,2001
4412,Faith Hill,There You’ll Be,2001
4414,112,It’s Over Now,2001
4416,Nelly Furtado,Turn Off The Light,2001
4417,Brooks and Dunn,Ain’t Nothing `Bout You,2001
4418,Jennifer Lopez,Play,2001
4419,Lonestar,I’m Already There,2001
4420,Lil’ Romeo,My Baby,2001
4421,U2,Beautiful Day,2001
4422,Blake Shelton,Austin,2001
4423,Ludacris,Southern Hospitality,2001
4424,Tim McGraw,Grown Men Don’t Cry,2001
4425,Ja Rule feat. Case,Livin’ It Up,2001
4426,Mariah Carey feat. Cameo,Loverboy,2001
4427,Isley Brothers feat. Ronald Isley AKA Mr. Biggs,Contagious,2001
4428,Jessica Andrews,Who I Am,2001
4430,Willa Ford,I Wanna Be Bad,2001
4431,Kenny Chesney,Don’t Happen Twice,2001
4432,Diamond Rio,One More Day,2001
4434,Travis Tritt,It’s A Great Day To Be Alive,2001
4435,Trick Daddy,I’m A Thug,2001
4436,Eve 6,Here’s To The Night,2001
4437,Toby Keith,You Shouldn’t Kiss Me Like This,2001
4438,Eden’s Crush,Get Over Yourself,2001
4440,Outkast,"So Fresh, So Clean",2001
4441,Nelly,E.I.,2001
4442,3 Doors Down,Be Like That,2001
4444,QB’s Finest feat. Nas and Braveheart’s,Oochie Wally,2001
4446,Fuel,Hemorrhage,2001
4447,Nickelback,How Your Remind Me,2002
4448,Ashanti,Foolish,2002
4449,Nelly,Hot in Herre,2002
4450,Nelly feat. Kelly Rowland,Dilemma,2002
4451,The Calling,Wherever you Will Go,2002
4452,Vanessa Carlton,A Thousand Miles,2002
4453,Linkin Park,In the End,2002
4454,Fat Joe feat. Ashanti,What’s Luv?,2002
4455,Usher,U Got it Bad,2002
4456,Puddle Of Mudd,Blurry,2002
4457,Avril Lavigne,Complicated,2002
4458,Ja Rule feat. Ashanti,Always on Time,2002
4459,Jennifer Lopez feat. Ja Rule,Ain’t it Funny,2002
4460,Jimmy Eat World,The Middle,2002
4461,P. Diddy feat. Usher and Loon,I Need a Girl,2002
4462,Usher,U Don’t have to Call,2002
4465,Eve feat. Alicia Keys,Gangsta Lovin’,2002
4466,Creed,My Sacrifice,2002
4467,Eminem,Without Me,2002
4469,Michelle Branch,All You Wanted,2002
4470,Pink,Get the Party Started,2002
4472,Default,Wasting My Time,2002
4473,Creed,One Last Breath,2002
4474,Shakira,"Whenever, Wherever",2002
4475,Jennifer Lopez feat. Nas,I’m Gonna Be Alright,2002
4478,No Doubt feat. Bounty Killer,Hey Baby,2002
4480,Mario,Just a Friend 2002,2002
4481,Sheryl Crow,Soak up the Sun,2002
4482,Pink,Don’t Let Me Get Me,2002
4483,N.O.R.E.,Nothin’,2002
4484,Tweet,Oops,2002
4485,Kelly Clarkson,A Moment Like This,2002
4486,Truth Hurts feat. Rakim,Addictive,2002
4487,Ashanti,Happy,2002
4488,John Mayer,No Such Thing,2002
4489,Pink,Just Like a Pill,2002
4490,"Irv Gotti Presents The Inc. feat. Ja Rule, Ashanti, Charli Baltimore and Vita",Down 4 U,2002
4491,Kylie Minogue,Can’t Get You Out Of My Head,2002
4492,Five For Fighting,Superman,2002
4493,Eminem,Cleanin’ out my Closet,2002
4494,Musiq,Halfcrazy,2002
4495,Mr. Cheeks,"Lights, Camera, Action!",2002
4496,Big Tymers,Still Fly,2002
4497,Alicia Keys,A Woman’s Worth,2002
4498,Craig David,7 Days,2002
4499,"Cam’ron feat. Juelz Santana, Freekey Zekey and Toya",Hey Ma,2002
4500,Missy “Misdemeanor” Elliott,Work It,2002
4501,Ludacris feat. Mystikal and Infamous 2.0,Move Bitch,2002
4502,LeAnn Rimes,Can’t Fight the Moonlight,2002
4504,Aaliyah,More than a Woman,2002
4505,No Doubt,Hello Good,2002
4507,Daniel Bedingfield,Gotta Get Thru This,2002
4508,Busta Rhymes feat. P. Diddy and Pharrell,Pass the Courvoisier Part II,2002
4509,Eminem,Lose Yourself,2002
4510,Michael Jackson,Butterflies,2002
4511,Brandy,What About Us?,2002
4512,Shakira,Underneath your Clothes,2002
4513,Mary J. Blige feat. Ja Rule,Rainy Dayz,2002
4515,Angie Martinez feat. Lil’ Mo and Sacario,If I could Go!,2002
4516,OutKast feat. Killer Mike,The Whole World,2002
4517,No Doubt feat. Lady Saw,Underneath it All,2002
4518,City High feat. Eve,Caramel,2002
4519,LL Cool J,Luv U Better,2002
4520,Sean Paul,Gimme the Light,2002
4521,‘N Sync,Gone,2002
4522,Ja Rule feat. Case,Livin’ it Up,2002
4523,Ludacris,Roll Out,2002
4524,Goo Goo Dolls,Here is Gone,2002
4525,Mary J. Blige,No More Drama,2002
4526,Dirty Vegas,Days go By,2002
4528,Kenny Chesney,The Good Stuff,2002
4529,Fat Joe feat. R. Kelly,We Thuggin’,2002
4530,Steve Holy,Good Morning Beautiful,2002
4531,Aaliyah,Rock the Boat,2002
4533,Jewel,Standing Still,2002
4535,Brandy,Full Moon,2002
4536,B2K,Uh Huh,2002
4537,Celine Dion,A New Day has Come,2002
4538,Nelly Furtado,Turn Off the Light,2002
4539,George Strait,Living and Living Well,2002
4540,Toby Keith,My List,2002
4541,Alanis Morissette,Hands Clean,2002
4542,Avril Lavigne,Sk8er Boi,2002
4543,Dixie Chicks,Long Time Gone,2002
4544,Alan Jackson,Where Were You,2002
4545,Justin Timberlake,Like I Love You,2002
4547,50 Cent,In Da Club,2003
4548,R. Kelly,Ignition,2003
4549,Sean Paul,Get Busy,2003
4550,Beyonce feat. Jay-Z,Crazy in Love,2003
4551,3 Doors Down,When I’m Gone,2003
4552,matchbox twenty,Unwell,2003
4553,Chingy,Right Thurr,2003
4555,Kid Rock feat. Sheryl Crow,Picture,2003
4556,Evanescence feat. Paul McCoy,Bring me to Life,2003
4557,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2003
4558,Beyonce feat. Sean Paul,Baby Boy,2003
4559,"Nelly, P. Diddy and Murphy Lee",Shake ya Tailfeather,2003
4560,50 Cent feat. Nate Dogg,21 Questions,2003
4561,Jennifer Lopez feat. LL Cool J,All I Have,2003
4562,Christina Aguilera,Beautiful,2003
4563,Busta Rhymes and Mariah Carey feat. The Flipmode Squad,I Know what you Want,2003
4564,Avril Lavigne,I’m with You,2003
4566,Lil’ Kim feat. 50 Cent,Magic Stick,2003
4567,50 Cent,P.I.M.P.,2003
4568,B2K and P. Diddy,"Bump, Bump, Bump",2003
4569,Fabolous feat. Tamia Or Ashanti,Into You,2003
4570,Fabolous feat. Mike Shorey and Lil’ Mo,Can’t let you Go,2003
4571,Ja Rule feat. Ashanti,Mesmerize,2003
4572,Black Eyed Peas,Where is the Love?,2003
4573,Santana feat. Michelle Branch,The Game of Love,2003
4575,Ashanti,Rock wit U,2003
4576,Justin Timberlake,Cry me a River,2003
4577,Tyrese,How you Gonna Act Like That,2003
4578,Justin Timberlake,Rock your Body,2003
4579,Wayne Wonder,No Letting Go,2003
4580,Pharrell feat. Jay-Z,Frontin’,2003
4581,Dixie Chicks,Landslide,2003
4583,Jay-Z feat. Beyonce Knowles,’03 Bonnie & Clyde,2003
4584,Nivea feat. Brian and Brandon Casey,Don’t Mess with my Man,2003
4585,Monica,So Gone,2003
4586,"Nelly feat. Kyjuan, Ali and Murphy Lee",Air Force Ones,2003
4587,Lumidee,"Never Leave You – Uh Ooh, Uh Oooh!",2003
4589,Missy “Misdemeanor” Elliott feat. Ludacris,Gossip Folks,2003
4590,Kelly Clarkson,Miss Independent,2003
4591,Train,Calling All Angels,2003
4592,YoungBloodZ feat. Lil Jon,Damn!,2003
4593,Clay Aiken,This is the Night,2003
4594,John Mayer,Your Body is a Wonderland,2003
4595,Trapt,Headstrong,2003
4596,Ginuwine,In those Jeans,2003
4597,Ludacris feat. Shawnna,Stand Up,2003
4598,Jason Mraz,The Remedy,2003
4599,Santana feat. Alex Band Or Chad Kroeger,Why Don’t You & I,2003
4600,Jay-Z,Excuse Me Miss,2003
4601,Jennifer Lopez feat. Styles and Jadakiss,Jenny from the Block,2003
4602,Michelle Branch,Are you Happy Now?,2003
4603,Shania Twain,Forever and for Always,2003
4604,Nas,I Can,2003
4606,Daniel Bedingfield,If you’re not the One,2003
4607,R. Kelly,Thoia Thoing,2003
4608,3 Doors Down,Here without You,2003
4609,50 Cent,Wanksta,2003
4610,Mya,My Love is Like… Wo,2003
4611,Alan Jackson and Jimmy Buffett,It’s Five O’Clock Somewhere,2003
4612,Sean Paul,Like Glue,2003
4613,Christina Aguilera feat. Lil’ Kim,Can’t Hold us Down,2003
4614,Lonestar,My Front Porch Looking In,2003
4616,Puddle Of Mudd,She Hates Me,2003
4617,Frankie J,Don’t Wanna Try,2003
4618,Lil’ Kim feat. Mr. Cheeks,The Jump Off,2003
4619,Jewel,Intuition,2003
4620,Ginuwine feat. Baby,Hell Yeah,2003
4621,Toby Keith Duet With Willie Nelson,Beer for my Horses,2003
4622,Chingy feat. Ludacris and Snoop Dogg,Holidae In,2003
4623,Baby Bash feat. Frankie J,Suga Suga,2003
4624,Erykah Badu feat. Common,Love of my Life,2003
4625,Christina Aguilera,Fighter,2003
4626,2Pac,Thugz Mansion,2003
4627,Coldplay,Clocks,2003
4628,Jaheim,Put that Woman First,2003
4629,Ashanti,Rain on Me,2003
4630,Mark Wills,19 Somethin’,2003
4631,Young Gunz,"Can’t Stop, Won’t Stop",2003
4632,Brooks and Dunn,Red Dirt Road,2003
4633,Dierks Bentley,What was I Thinkin’,2003
4634,Ruben Studdard,Flying without Wings,2003
4635,Eminem,Sing for the Moment,2003
4636,Darryl Worley,Have you Forgotten?,2003
4637,Kenny Chesney,"No Shoes, No Shirt, No Problems",2003
4638,Aaliyah,Come Over,2003
4639,Field Mob,Sick of Being Lonely,2003
4640,R. Kelly,Step in the Name of Love,2003
4642,Audioslave,Like a Stone,2003
4643,Norah Jones,Don’t know Why,2003
4645,Tim McGraw,Real Good Man,2003
4646,Floetry,Say Yes,2003
4647,Usher feat. Lil Jon and Ludacris,Yeah!,2004
4648,Usher,Burn,2004
4649,Alicia Keys,If I Ain’t Got You,2004
4650,Maroon5,This Love,2004
4651,OutKast feat. Sleepy Brown,The Way You Move,2004
4652,Hoobastank,The Reason,2004
4653,Mario Winans feat. Enya and P. Diddy,I Don’t Wanna Know,2004
4654,OutKast,Hey Ya!,2004
4655,Ciara feat. Petey Pablo,Goodies,2004
4656,Terror Squad,Lean Back,2004
4657,J-Kwon,Tipsy,2004
4658,Usher,Confessions Part II,2004
4660,Petey Pablo,Freek-a-Leek,2004
4661,3 Doors Down,Here Without You,2004
4662,Twista feat. Kanye West and Jamie Foxx,Slow Jamz,2004
4664,Beyonce,Naughty Girl,2004
4665,Evanescence,My Immortal,2004
4667,Jay-Z,Dirt Off Your Shoulder,2004
4668,Nina Sky feat. Jabba,Move Ya Body,2004
4669,Christina Milian,Dip It Low,2004
4671,Chingy feat. J. Weav,One Call Away,2004
4672,Beyonce,"Me, Myself, and I",2004
4673,Kevin Lyttle feat. Spragga Benz,Turn Me On,2004
4674,Sheryl Crow,The First Cut Is The Deepest,2004
4675,Alicia Keys,You Don’t Know My Name,2004
4676,Nelly feat. Jaheim,My Place,2004
4677,Twista,Overnight Celebrity,2004
4678,Cassidy feat. R. Kelly,Hotel,2004
4679,Linkin Park,Numb,2004
4680,Alicia Keys feat. Tony! Toni! Tone!,Diary,2004
4681,Maroon 5,She Will be Loved,2004
4682,Dido,White Flag,2004
4684,No Doubt,It’s My Life,2004
4685,Ashlee Simpson,Pieces of Me,2004
4686,JoJo,Leave,2004
4687,Kelis,Milkshake,2004
4688,Ludacris,Splash Waterfalls,2004
4689,Kanye West,Jesus Walks,2004
4690,Akon feat. Styles P.,Locked Up,2004
4693,Kanye West feat. Syleena Johnson,All Falls Down,2004
4694,Britney Spears,Toxic,2004
4695,Ying Yang Twins feat. Lil Jon and The East Side Boyz,Salt Shaker,2004
4696,Jessica Simpson,With You,2004
4697,Switchfoot,Meant to Live,2004
4698,"Houston feat. Chingy, Nate Dogg and I-20",I Like That,2004
4699,Ruben Studdard,Sorry 2004,2004
4700,Avril Lavigne,My Happy Ending,2004
4701,Lloyd Banks,On Fire,2004
4702,OutKast,Roses,2004
4703,Jagged Edge,Walker outta Heaven,2004
4704,Destiny’s Child,Lose My Breath,2004
4705,D12,My Band,2004
4706,Sean Paul feat. Sasha,I’m Still in Love with You,2004
4707,Kanye West,Through the Wire,2004
4708,Jadakiss feat. Anthony Hamilton,Why?,2004
4709,Eamon,F**k It,2004
4710,Avant,Read your Mind,2004
4711,Lil’ Flip,Game Over,2004
4712,Finger Eleven,One Thing,2004
4713,LL Cool J,Headsprung,2004
4717,Snoop Dogg feat. Pharrell,Drop it Like it’s Hot,2004
4718,Monica,U Should’ve Known Better,2004
4719,Ryan Cabrera,On the Way Down,2004
4720,Kelly Clarkson,Breakaway,2004
4721,Santana feat. Alex Band Or Chad Kroeger,Why Don’t you & I,2004
4722,Jet,Are You Gonna Be My Girl,2004
4723,Five For Fighting,100 Years,2004
4724,R. Kelly,Step In The Name Of Love,2004
4725,Linkin Park,Breaking the Habit,2004
4726,Nick Cannon feat. R. Kelly,Gigolo,2004
4727,Tim McGraw,Live Like You Were Dying,2004
4728,Alan Jackson,Remember When,2004
4729,Britney Spears,Everytime,2004
4730,Lloyd feat. Ashanti,Southside,2004
4731,Beenie Man feat. Ms. Thing,Dude,2004
4732,G-Unit feat. Joe,Wanna Get To Know You,2004
4734,Black Eyed Peas,Let’s Get It Started,2004
4735,Kenny Chesney and Uncle Kracker,When the Sun Goes Down,2004
4736,Toby Keith,American Soldier,2004
4737,Jay-Z,Change Clothes,2004
4739,Keith Urban,You’ll Think of Me,2004
4740,R. Kelly,Happy People,2004
4741,Black Eyed Peas,Hey Mama,2004
4742,Nelly feat. Tim McGraw,Over and Over,2004
4743,Gretchen Wilson,Redneck Woman,2004
4744,Eminem,Just Lose It,2004
4745,John Michael Montgomery,Letters from Home,2004
4746,Kenny Chesney,I Go Back,2004
4747,Mariah Carey,We Belong Together,2005
4748,Gwen Stefani,Hollaback Girl,2005
4749,Mario,Let Me Love You,2005
4750,Kelly Clarkson,Since U Been Gone,2005
4751,Ciara feat. Missy Elliott,"1, 2 Step",2005
4752,Kanye West feat. Jamie Foxx,Gold Digger,2005
4753,Green Day,Boulevard of Broken Dreams,2005
4754,50 Cent feat. Olivia,Candy Shop,2005
4755,The Pussycat Dolls feat. Busta Rhymes,Don’t Cha,2005
4756,Kelly Clarkson,Behind These Hazel Eyes,2005
4758,Lifehouse,You and Me,2005
4759,The Black Eyed Peas,Don’t Phunk With My Heart,2005
4760,Missy Elliott feat. Ciara and Fat Man Scoop,Lose Control,2005
4761,Mariah Carey,Shake it Off,2005
4762,The Killers,Mr. Brightside,2005
4763,50 Cent,Just a Lil Bit,2005
4764,Rihanna,Pon de Replay,2005
4765,The Game feat. 50 Cent,How We Do,2005
4766,Weezer,Beverly Hills,2005
4767,Ciara feat. Ludacris,Oh,2005
4768,Rob Thomas,Lonely No More,2005
4769,Snoop Dogg feat. Pharrell,Drop it Like It’s Hot,2005
4770,The Game feat. 50 Cent,Hate It or Love It,2005
4771,Lil Jon and The East Side Boyz feat. Usher and Ludacris,Lovers and Friends,2005
4772,Destiny’s Child feat. T.I. and Lil Wayne,Soldier,2005
4774,Will Smith,Switch,2005
4775,Bow Wow feat. Omarion,Let Me HOld You,2005
4776,Bow Wow feat. Ciara,Like You,2005
4778,The Black Eyed Peas,My Humps,2005
4780,Usher,Caught Up,2005
4781,D.H.T.,Listen to your Heart,2005
4782,Papa Roach,Scars,2005
4783,Gorillaz,Feel Good Inc,2005
4784,3 Doors Down,Let Me Go,2005
4786,Fall Out Boy,"Sugar, we’re Goin’ Down",2005
4787,Pretty Ricky,Grind With Me,2005
4788,Chris Brown,Run It!,2005
4790,Akon,Lonely,2005
4791,Howie Day,Collide,2005
4792,Green Day,Wake Me up When September Ends,2005
4793,Bobby Valentino,Slow Down,2005
4795,Trillville feat. Cutty,Some Cut,2005
4796,Fat Joe feat. Nelly,Get it Poppin’,2005
4798,Young Jeezy feat. Akon,Soul Survivor,2005
4799,Ludacris feat. Bobby Valentino,Pimpin’ All Over the World,2005
4801,"Trick Daddy feat. Ludacris, Lil’ Kim and Cee-Lo",Sugar,2005
4802,Alicia Keys,Karma,2005
4803,Coldplay,Speed of Sound,2005
4804,Gavin DeGraw,I Don’t Want to Be,2005
4806,Shakira feat. Alejandro Sanz,La Tortura,2005
4808,Baby Bash feat. Akon,Baby I’m Back,2005
4811,T.I.,Bring em Out,2005
4812,Destiny’s Child,Cater 2 U,2005
4813,Amerie,1 Thing,2005
4814,Foo Fighters,Best of You,2005
4815,Mariah Carey,It’s Like That,2005
4816,Natalie,Goin’ Crazy,2005
4817,Carrie Underwood,Inside your Heaven,2005
4818,Kelly Clarkson,Because of You,2005
4819,Fantasia,Truth Is,2005
4820,Pretty Ricky,Your Body,2005
4821,Jesse McCartney,Beautiful Soul,2005
4822,Gwen Stefani,Cool,2005
4824,50 Cent feat. Mobb Deep,Outta Control,2005
4825,T.I.,U Don’t Know Me,2005
4826,Natasha Bedingfield,These Words,2005
4827,The Black Eyed Peas,Don’t Lie,2005
4828,Jennifer Lopez,Get Right,2005
4829,John Mayer,Daughters,2005
4830,Toby Keith,As Good as I Once Was,2005
4831,Brooke Valentine feat. Lil Jon and Big Boi,Girlfight,2005
4833,John Legend,Ordinary People,2005
4834,Sean Paul,We Be Burnin’,2005
4835,The Click Five,Just the Girl,2005
4837,Omarion,O,2005
4838,Mike Jones,Back Then,2005
4839,Jay-Z/Linkin Park,Numb/Encore,2005
4841,T-Pain,I’m Sprung,2005
4842,Gavin DeGraw,Chariot,2005
4843,112 feat. Foxy Brown,U Already Know,2005
4844,Faith Hill,Mississippi Girl,2005
4845,Ludacris,Number One Spot,2005
4846,Webbie feat. Bun B,Give Me That,2005
4847,Daniel Powter,Bad Day,2006
4848,Sean Paul,Temperature,2006
4849,Nelly Furtado feat. Timbaland,Promiscuous,2006
4850,James Blunt,You’re Beautiful,2006
4851,Shakira feat. Wyclef Jean,Hips Don’t Lie,2006
4852,Natasha Bedingfield,Unwritten,2006
4854,Chamillionaire feat. Krayzie Bone,Ridin’,2006
4855,Justin Timberlake,Sexyback,2006
4856,Beyonce feat. Slim Thug,Check on It,2006
4857,Mary J. Blige,Be without You,2006
4858,"Nelly feat. Paul Wall, Ali and Gipp",Grillz,2006
4859,The Fray,Over My Head,2006
4860,Cassie,Me & U,2006
4861,The Pussycat Dolls feat. Snoop Dogg,Buttons,2006
4863,Ne-Yo,So Sick,2006
4864,Yung Joc,It’s Goin’ Down,2006
4865,Rihanna,SOS,2006
4866,Panic! At The Disco,I Write Sins not Tragedies,2006
4867,The All-American Rejects,Move Along,2006
4868,Fergie,London Bridge,2006
4869,Red Hot Chili Peppers,Dani California,2006
4870,Lil Jon feat. E-40 and Sean Paul Of The YoungBloodZ,Snap Yo Fingers,2006
4871,Dem Franchize Boyz feat. Lil Peanut and Charlay,"Lean Wit It, Rock Wit It",2006
4872,Rascal Flatts,What Hurts the Most,2006
4873,The Fray,How to Save a Life,2006
4874,Rihanna,Unfaithful,2006
4875,Snow Patrol,Chasing Cars,2006
4876,Hinder,Lips of an Angel,2006
4877,Cascada,Everytime We Touch,2006
4878,Christina Aguilera,Ain’t no Other Man,2006
4879,Fall Out Boy,"Dance, Dance",2006
4881,Ludacris feat. Pharrell,Money Maker,2006
4882,Bubba Sparxxx feat. Ying Yang Twins and Mr. ColliPark,Ms. New Booty,2006
4883,Sean Paul feat. Keyshia Cole, Give It Up To Me,2006
4886,The Pussycat Dolls,Stickwitu,2006
4887,T-Pain feat. Mike Jones,I’n N Luv,2006
4889,Fort Minor feat. Holly Brook,Where’d You Go,2006
4890,Chris Brown,Yo,2006
4891,Kelly Clarkson,Walk Away,2006
4892,D4L,Laffy Taffy,2006
4893,T.I.,What you Know,2006
4894,The All-American Rejects,Dirty Little Secret,2006
4895,Nickelback,Savin’ Me,2006
4896,Mariah Carey,Don’t Forget About Us,2006
4897,Ne-Yo,Sexy Love,2006
4898,E-40 feat. T-Pain and Kandi Girl,U and Dat,2006
4899,Nickelback,Far Away,2006
4900,Nick Lachey,What’s Left of Me,2006
4901,Field Mob feat. Ciara,So What,2006
4902,Cherish feat. Sean Paul Of The YoungBloodZ,Do it to It,2006
4903,KT Tunstall,Black Horse & the Cherry Tree,2006
4904,Juelz Santana,There it Go!,2006
4905,Young Dro feat. T.I.,Shoulder Lean!,2006
4906,Jamie Foxx feat. Ludacris,Unpredictable,2006
4908,Eminem feat. Nate Dogg,Shake That,2006
4909,Chingy feat. Tyrese,Pullin’ Me Back,2006
4910,Kelis feat. Too $hort,Bossy,2006
4911,Jibbs,Chain Hang Low,2006
4912,Akon feat. Eminem,Smack That,2006
4913,Ray J,One Wish,2006
4914,Fall Out Boy,Sugar We’re Goin’ Down,2006
4915,Chris Brown feat. Lil’ Wayne,Gimme That,2006
4916,Yung Joc feat. Brandy ‘Ms. B.’ Hambrick,I Know You See It,2006
4917,Bon Jovi,Who Says you can’t Go Home,2006
4918,JoJo,Too Little Too Late,2006
4920,Daddy Yankee,Rompe,2006
4922,Rascal Flatts,Life is a Highway,2006
4923,Evanescence,Call me When You’re Sober,2006
4924,Carrie Underwood,"Jesus, take the Wheel",2006
4925,Danity Kane,Show Stopper,2006
4926,Ciara feat. Chamillionaire,Get Up,2006
4927,Sean Paul,We be Burnin’,2006
4928,Blue October,Hate Me,2006
4930,The Pussycat Dolls feat. will.i.am,Beep,2006
4931,"Dem Franchize Boyz feat. Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me,2006
4932,Chris Brown,Say Goodbye,2006
4933,John Mayer,Waiting on the World to Change,2006
4935,The Black Eyed Peas,Pump It,2006
4937,Madonna,Hung Up,2006
4938,Three 6 Mafia feat. Young Buck and Eightball and MJG,Stay Fly,2006
4940,Ne-Yo,When You’re Mad,2006
4941,T.I.,Why You Wanna,2006
4942,Pink,Stupid Girls,2006
4945,Taylor Hicks,Do I Make you Proud,2006
4947,Beyonce,Irreplaceable,2007
