,Artist,Title,Year
94,Detroit Emeralds,Baby Let Me Take You (In My Arms),1972
95,Rick Springfield,Speak To The Sky,1972
96,Hillside Singers,I’d Like To Teach The World To Sing,1972
97,Love Unlimited,Walking In The Rain With The One I Love,1972
98,James Brown,"Good Foot, Pt. 1",1972
99,Isley Bros.,Pop That Thang,1972
0,Tony Orlando and Dawn,Tie A Yellow Ribbon ‘Round The Ole Oak Tree,1973
1,Jim Croce,Bad Bad Leroy Brown,1973
2,Roberta Flack,Killing Me Softly With His Song,1973
3,Marvin Gaye,Let’s Get It On,1973
4,Paul McCartney and Wings,My Love,1973
5,Kris Kristofferson,Why Me,1973
6,Elton John,Crocodile Rock,1973
7,Billy Preston,Will It Go Round In Circles,1973
8,Carly Simon,You’re So Vain,1973
9,Diana Ross,Touch Me In The Morning,1973
10,Vicki Lawrence,The Night The Lights Went Out In Georgia,1973
11,Clint Holmes,Playground In My Mind,1973
12,Stories,Brother Louie,1973
13,Helen Reddy,Delta Dawn,1973
14,Billy Paul,Me And Mrs. Jones,1973
15,Edgar Winter Group,Frankenstein,1973
16,Dobie Gray,Drift Away,1973
17,Sweet,Little Willy,1973
18,Stevie Wonder,You Are The Sunshine Of My Life,1973
19,Cher,Half Breed,1973
20,Isley Bros.,That Lady,1973
21,Sylvia,Pillow Talk,1973
22,Grand Funk Railroad,We’re An American Band,1973
23,Dr. John,"Right Place, Wrong Time",1973
24,Skylark,Wildflower,1973
25,Stevie Wonder,Superstition,1973
26,Paul Simon,Loves Me Like A Rock,1973
27,Maureen McGovern,The Morning After,1973
28,John Denver,Rocky Mountain High,1973
29,Stealers Wheel,Stuck In The Middle With You,1973
30,Three Dog Night,Shambala,1973
31,O’Jays,Love Train,1973
32,Barry White,I’m Gonna Love You Just A Little More,1973
33,Tony Orlando and Dawn,"Say, Has Anybody Seen My Sweet Gypsy Rose",1973
34,Eddie Kendricks,Keep On Truckin’ (Pt. 1),1973
35,King Harvest,Dancing In The Moonlight,1973
36,Anne Murray,Danny’s Song,1973
37,Bobby “Boris” Pickett and The Crypt Kickers,Monster Mash,1973
38,Bloodstone,Natural High,1973
39,Seals and Crofts,Diamond Girl,1973
40,Doobie Brothers,Long Train Running,1973
41,George Harrison,Give Me Love (Give Me Peace On Earth),1973
42,Sly and The Family Stone,If You Want Me To Stay,1973
43,Jermaine Jackson,Daddy’s Home,1973
44,Gladys Knight and The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),1973
45,New York City,I’m Doing Fine Now,1973
46,Spinners,Could It Be I’m Falling In Love,1973
47,Elton John,Daniel,1973
48,Gladys Knight and The Pips,Midnight Train To Georgia,1973
49,Deep Purple,Smoke On The Water,1973
50,Dr. Hook and The Medicine Show,The Cover Of Rolling Stone,1973
51,Charlie Rich,Behind Closed Doors,1973
52,Loggins and Messina,Your Mama Don’t Dance,1973
53,Chicago,Feelin’ Stronger Every Day,1973
54,War,The Cisco Kid,1973
55,Wings,Live And Let Die,1973
56,Hurricane Smith,"Oh, Babe, What Would You Say?",1973
57,Johnnie Taylor,I Believe In You,1973
58,Carpenters,Sing,1973
59,Four Tops,Ain’t No Woman (Like The One I Got),1973
60,Eric Weissberg and Steve Mandel,Dueling Banjos,1973
61,Stevie Wonder,Higher Ground,1973
62,Al Green,Here I Am (Come And Take Me),1973
63,B.W. Stevenson,My Maria,1973
64,Curtis Mayfield,Superfly,1973
65,Gilbert O’Sullivan,Get Down,1973
66,Edward Bear,Last Song,1973
67,Steely Dan,Reelin’ In The Years,1973
68,Focus,Hocus Pocus,1973
69,Carpenters,Yesterday Once More,1973
70,Bette Midler,Boogie Woogie Bugle Boy,1973
71,Gilbert O’Sullivan,Clair,1973
72,Steely Dan,Do It Again,1973
73,Paul Simon,Kodachrome,1973
74,Timmy Thomas,Why Can’t We Live Together,1973
75,Tower Of Power,So Very Hard To Go,1973
76,Bette Midler,Do You Want To Dance?,1973
77,Johnny Rivers,Rockin’ Pneumonia And The Boogie Woogie Flu,1973
78,Allman Brothers,Ramblin’ Man,1973
79,Temptations,Masterpiece,1973
80,Helen Reddy,Peaceful,1973
81,Spinners,One Of A Kind (Love Affair),1973
82,Donna Fargo,Funny Face,1973
83,Ohio Players,Funky Worm,1973
84,Rolling Stones,Angie,1973
85,Blue Ridge Rangers,Jambalaya (On The Bayou),1973
86,Lobo,Don’t Expect Me To Be Your Friend,1973
87,Stylistics,Break Up To Make Up,1973
88,Jud Strunk,Daisy A Day,1973
89,Deodato,Also Sprach Zarathustra (2001),1973
90,Johnny Nash,Stir It Up,1973
91,Pink Floyd,Money,1973
92,War,Gypsy Man,1973
93,War,The World Is A Ghetto,1973
94,Pointer Sisters,Yes We Can Can,1973
95,Edgar Winter Group,Free Ride,1973
96,David Bowie,Space Oddity,1973
97,Albert Hammond,It Never Rains In Southern California,1973
98,Donny Osmond,The Twelfth Of Never,1973
99,Temptations,Papa Was A Rolling Stone,1973
0,Barbra Streisand,The Way We Were,1974
1,Terry Jacks,Seasons In The Sun,1974
2,Love Unlimited Orchestra,Love’s Theme,1974
3,Redbone,Come And Get Your Love,1974
4,Jackson 5,Dancing Machine,1974
5,Grand Funk Railroad,The Loco-Motion,1974
6,MFSB,TSOP,1974
7,Ray Stevens,The Streak,1974
8,Elton John,Bennie And The Jets,1974
9,Mac Davis,One Hell Of A Woman,1974
10,Aretha Franklin,Until You Come Back To Me (That’s What I’m Gonna Do),1974
11,Kool and The Gang,Jungle Boogie,1974
12,Maria Muldaur,Midnight At The Oasis,1974
13,Stylistics,You Make Me Feel Brand New,1974
14,Al Wilson,Show And Tell,1974
15,Jim Stafford,Spiders And Snakes,1974
16,David Essex,Rock On,1974
17,John Denver,Sunshine On My Shoulder,1974
18,Blue Magic,Sideshow,1974
19,Blue Swede,Hooked On A Feeling,1974
20,Bo Donaldson and The Heywoods,Billy Don’t Be A Hero,1974
21,Paul McCartney and Wings,Band On The Run,1974
22,Charlie Rich,The Most Beautiful Girl,1974
23,Jim Croce,Time In A Bottle,1974
24,John Denver,Annie’s Song,1974
25,Olivia Newton-John,Let Me Be There,1974
26,Gordon Lightfoot,Sundown,1974
27,Paul Anka,(You’re) Having My Baby,1974
28,Andy Kim,Rock Me Gently,1974
29,Eddie Kendricks,Boogie Down,1974
30,Ringo Starr,You’re Sixteen,1974
31,Olivia Newton-John,If You Love Me (Let Me Know),1974
32,Cher,Dark Lady,1974
33,Gladys Knight and The Pips,Best Thing That Ever Happened To Me,1974
34,Roberta Flack,Feel Like Makin’ Love,1974
35,Main Ingredient,Just Don’t Want To Be Lonely,1974
36,Billy Preston,Nothing From Nothing,1974
37,George McCrae,Rock Your Baby,1974
38,Carpenters,Top Of The World,1974
39,Steve Miller Band,The Joker,1974
40,Gladys Knight and The Pips,I’ve Got To Use My Imagination,1974
41,Three Dog Night,The Show Must Go On,1974
42,Hues Corporation,Rock The Boat,1974
43,Brownsville Station,Smokin’ In The Boy’s Room,1974
44,Stevie Wonder,Living For The City,1974
45,Paper Lace,The Night Chicago Died,1974
46,Dionne Warwick and The Spinners,Then Came You,1974
47,Marvin Hamlisch,The Entertainer,1974
48,ABBA,Waterloo,1974
49,Hollies,The Air That I Breathe,1974
50,Steely Dan,Rikki Don’t Lose That Number,1974
51,Carly Simon,Mockingbird,1974
52,Joni Mitchell,Help Me,1974
53,Anne Murray,You Won’t See Me,1974
54,Barry White,"Never, Never Gonna Give You Up",1974
55,Rufus,Tell Me Something Good,1974
56,Helen Reddy,You And Me Against The World,1974
57,Righteous Brothers,Rock And Roll Heaven,1974
58,Kool and The Gang,Hollywood Swinging,1974
59,William Devaughn,Be Thankful For What You Got,1974
60,Johnny Bristol,Hang On In There Baby,1974
61,Mocedades,Eres Tú (Touch The Wind),1974
62,Bachman-Turner Overdrive,Takin’ Care Of Business,1974
63,Golden Earring,Radar Love,1974
64,Dave Loggins,Please Come To Boston,1974
65,Wet Willie,Keep On Smilin’,1974
66,Bobby Womack,Lookin’ For A Love,1974
67,O’Jays,Put Your Hands Together,1974
68,Gladys Knight and The Pips,On And On,1974
69,Cat Stevens,Oh Very Young,1974
70,Helen Reddy,Leave Me Alone (Ruby Red Dress),1974
71,Elton John,Goodbye Yellow Brick Road,1974
72,Chicago,I’ve Been Searchin’ So Long,1974
73,Ringo Starr,Oh My My,1974
74,O’Jays,For The Love Of Money,1974
75,Eric Clapton,I Shot The Sheriff,1974
76,Paul McCartney and Wings,Jet,1974
77,Elton John,Don’t Let The Sun Go Down On Me,1974
78,Mike Oldfield,Tubular Bells,1974
79,Anne Murray,A Love Song,1974
80,Donny and Marie Osmond,I’m Leaving It All Up To You,1974
81,Todd Rundgren,"Hello, It’s Me",1974
82,Tom T. Hall,I Love,1974
83,Guess Who,Clap For The Wolfman,1974
84,Jim Croce,I’ll Have To Say I Love You In A Song,1974
85,Sister Janet Mead,The Lord’s Prayer,1974
86,Lamont Dozier,Trying To Hold On To My Woman,1974
87,Stevie Wonder,Don’t You Worry ‘Bout A Thing,1974
88,Charlie Rich,A Very Special Love Song,1974
89,Jim Stafford,My Girl Bill,1974
90,Diana Ross and Marvin Gaye,My Mistake Was To Love You,1974
91,Paul McCartney and Wings,Helen Wheels,1974
92,Jim Stafford,Wildwood Weed,1974
93,First Class,Beach Baby,1974
94,War,Me And Baby Brother,1974
95,Stylistics,Rockin’ Roll Baby,1974
96,Olivia Newton-John,I Honestly Love You,1974
97,Chicago,Call On Me,1974
98,Fancy,Wild Thing,1974
99,Spinners,"Mighty Love, Pt. 1",1974
0,Captain and Tennille,Love Will Keep Us Together,1975
1,Glen Campbell,Rhinestone Cowboy,1975
2,Elton John,Philadelphia Freedom,1975
3,Freddy Fender,Before The Next Teardrop Falls,1975
4,Frankie Valli,My Eyes Adored You,1975
5,"Earth, Wind and Fire",Shining Star,1975
6,David Bowie,Fame,1975
7,Neil Sedaka,Laughter In The Rain,1975
8,Eagles,One Of These Nights,1975
9,John Denver,Thank God I’m A Country Boy,1975
10,Bee Gees,Jive Talkin’,1975
11,Eagles,Best Of My Love,1975
12,Minnie Riperton,Lovin’ You,1975
13,Carl Douglas,Kung Fu Fighting,1975
14,Doobie Brothers,Black Water,1975
15,Sweet,Ballroom Blitz,1975
16,B.J. Thomas,(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,1975
17,Tony Orlando and Dawn,He Don’t Love You (Like I Love You),1975
18,Janis Ian,At Seventeen,1975
19,Average White Band,Pick Up The Pieces,1975
20,Van McCoy and The Soul City Symphony,The Hustle,1975
21,Labelle,Lady Marmalade,1975
22,War,Why Can’t We Be Friends?,1975
23,Major Harris,Love Wont Let Me Wait,1975
24,Stevie Wonder,Boogie On Reggae Woman,1975
25,Freddy Fender,Wasted Days And Wasted Nights,1975
26,Isley Brothers,"Fight The Power, Pt. 1",1975
27,Helen Reddy,Angie Baby,1975
28,Ozark Mountain Daredevil,Jackie Blue,1975
29,Ohio Players,Fire,1975
30,Pilot,Magic,1975
31,Carpenters,Please Mr. Postman,1975
32,America,Sister Golden Hair,1975
33,Elton John,Lucy In The Sky With Diamonds,1975
34,Barry Manilow,Mandy,1975
35,Olivia Newton-John,Have You Never Been Mellow,1975
36,Barry Manilow,Could It Be Magic,1975
37,Harry Chapin,Cat’s In The Cradle,1975
38,Michael Murphy,Wildfire,1975
39,Jessi Colter,I’m Not Lisa,1975
40,Wings,Listen To What The Man Said,1975
41,10cc,I’m Not In Love,1975
42,Billy Swan,I Can Help,1975
43,"Hamilton, Joe Frank and Reynolds",Fallin’ In Love,1975
44,Morris Albert,Feelings,1975
45,Sammy Johns,Chevy Van,1975
46,Linda Ronstadt,When Will I Be Loved,1975
47,Barry White,"You’re The First, The Last, My Everthing",1975
48,Olivia Newton-John,Please Mr Please,1975
49,Linda Ronstadt,You’re No Good,1975
50,Bazuka,Dynomite,1975
51,Blackbyrds,Walking In Rhythm,1975
52,Gladys Knight and The Pips,The Way We Were / Try To Remember,1975
53,Melissa Manchester,Midnight Blue,1975
54,Sugarloaf,"Don’t Call Us, We’ll Call You",1975
55,Phoebe Snow,Poetry Man,1975
56,Ace,How Long,1975
57,B.T. Express,Express,1975
58,"Earth, Wind and Fire",That’s The Way Of The World,1975
59,Styx,Lady,1975
60,Grand Funk,Bad Time,1975
61,Alice Cooper,Only Women Bleed,1975
62,Carol Douglas,Doctor’s Orders,1975
63,K.C. and The Sunshine Band,Get Down Tonight,1975
64,Joe Cocker,You Are So Beautiful / It’s A Sin When You Love Somebody,1975
65,Paul Anka and Odia Coates,One Man Woman-One Woman Man,1975
66,Bad Company,Feel Like Makin’ Love,1975
67,James Taylor,How Sweet It Is,1975
68,Orleans,Dance With Me,1975
69,Average White Band,Cut The Cake,1975
70,Gloria Gaynor,Never Can Say Goodbye,1975
71,Paul Anka,I Don’t Like To Sleep Alone,1975
72,Donny and Marie Osmond,Morning Side Of The Mountain,1975
73,Grand Funk,Some Kind Of Wonderful,1975
74,Three Degrees,When Will I See You Again,1975
75,Joe Simon,"Get Down, Get Down (Get On The Floor)",1975
76,John Denver,I’m Sorry / Calypso,1975
77,Queen,Killer Queen,1975
78,Eddie Kendricks,Shoeshine Boy,1975
79,B.T. Express,Do It (Til You’re Satisfied),1975
80,Electric Light Orchestra,Can’t Get It Out Of My Head,1975
81,Al Green,Sha-La-La (Make Me Happy),1975
82,America,Lonely People,1975
83,Rufus,You Got The Love,1975
84,Mike Post,The Rockford Files,1975
85,Tavares,It Only Takes A Minute,1975
86,Ringo Starr,No No Song / Snookeroo,1975
87,Paul McCartney and Wings,Junior’s Farm / Sally G,1975
88,Jethro Tull,Bungle In The Jungle,1975
89,Leo Sayer,Long Tall Glasses (I Can Dance),1975
90,Elton John,Someone Saved My Life Tonight,1975
91,Ray Stevens,Misty,1975
92,Neil Sedaka,Bad Blood,1975
93,Carpenters,Only Yesterday,1975
94,Dwight Twilley Band,I’m On Fire,1975
95,Ringo Starr,Only You,1975
96,Amazing Rhythm Aces,Third Rate Romance,1975
97,Bachman-Turner Overdrive,You Aint Seen Nothin’ Yet / Free Wheelin’,1975
98,Frankie Valli,Swearin’ To God,1975
99,Disco Tex and The Sex-O-lettes,Get Dancin’,1975
0,Wings,Silly Love Songs,1976
1,Elton John and Kiki Dee,Don’t Go Breaking My Heart,1976
2,Johnnie Taylor,Disco Lady,1976
3,Four Seasons,"December, 1963 (Oh, What A Night)",1976
4,Wild Cherry,Play That Funky Music,1976
5,Manhattans,Kiss And Say Goodbye,1976
6,The Miracles,Love Machine (Part 1),1976
7,Paul Simon,50 Ways To Leave Your Lover,1976
8,Gary Wright,Love Is Alive,1976
9,Walter Murphy and The Big Apple Band,A Fifth Of Beethoven,1976
10,Daryl Hall and John Oates,Sara Smile,1976
11,Starland Vocal Band,Afternoon Delight,1976
12,Barry Manilow,I Write The Songs,1976
13,Silver Convention,"Fly, Robin, Fly",1976
14,Diana Ross,Love Hangover,1976
15,Seals and Crofts,Get Closer,1976
16,Andrea True Connection,"More, More, More",1976
17,Queen,Bohemian Rhapsody,1976
18,Dorothy Moore,Misty Blue,1976
19,Sylvers,Boogie Fever,1976
20,England Dan and John Ford Coley,I’d Really Love To See You Tonight,1976
21,Hot Chocolate,You Sexy Thing,1976
22,Nazareth,Love Hurts,1976
23,Silver Convention,Get Up And Boogie,1976
24,Eagles,Take It To The Limit,1976
25,K.C. and The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",1976
26,Commodores,Sweet Love,1976
27,Maxine Nightingale,Right Back Where We Started From,1976
28,Rhythm Heritage,Theme From “S.W.A.T”,1976
29,Ohio Players,Love Rollercoaster,1976
30,Bee Gees,You Should Be Dancing,1976
31,Lou Rawls,You’ll Never Find Another Love Like Mine,1976
32,David Bowie,Golden Years,1976
33,Starbuck,Moonlight Feels Right,1976
34,Dr. Hook,Only Sixteen,1976
35,Bellamy Brothers,Let Your Love Flow,1976
36,Gary Wright,Dream Weaver,1976
37,Vicki Sue Robinson,Turn The Beat Around,1976
38,Captain and Tennille,Lonely Night (Angel Face),1976
39,Eric Carmen,All By Myself,1976
40,Donna Summer,Love To Love You Baby,1976
41,Donny and Marie Osmond,Deep Purple,1976
42,Diana Ross,Theme From “Mahogany”,1976
43,Rufus,Sweet Thing,1976
44,K.C. and The Sunshine Band,That’s The Way I Like It,1976
45,Dr. Hook,A Little Bit More,1976
46,Henry Gross,Shannon,1976
47,Chicago,If You Leave Me Now,1976
48,Boz Scaggs,Lowdown,1976
49,Peter Frampton,Show Me The Way,1976
50,Aerosmith,Dream On,1976
51,O’Jays,I Love Music (Pt. 1),1976
52,Fleetwood Mac,Say You Love Me,1976
53,Paul Anka,Times Of Your Life,1976
54,Cliff Richard,Devil Woman,1976
55,Elvin Bishop,Fooled Around And Fell In Love,1976
56,C.W. McCall,Convoy,1976
57,John Sebastian,Welcome Back,1976
58,"Earth, Wind and Fire",Sing A Song,1976
59,Tavares,Heaven Must Be Missing An Angel,1976
60,Brothers Johnson,I’ll Be Good To You,1976
61,Captain and Tennille,Shop Around,1976
62,Bay City Rollers,Saturday Night,1976
63,Elton John,Island Girl,1976
64,Staple Singers,Let’s Do It Again,1976
65,Wings,Let ‘Em In,1976
66,Wing and A Prayer Fife and Drum Corps,Baby Face,1976
67,George Benson,This Masquerade,1976
68,Electric Light Orchestra,Evil Woman,1976
69,Silver,Wham Bam,1976
70,Keith Carradine,I’m Easy,1976
71,Harold Melvin and The Bluenotes,Wake Up Everybody (Pt. 1),1976
72,War,Summer,1976
73,John Travolta,Let Her In,1976
74,Sweet,Fox On The Run,1976
75,Fleetwood Mac,Rhiannon (Will You Ever Win),1976
76,Beatles,Got To Get You Into My Life,1976
77,Bee Gees,Fanny (Be Tender With My Love),1976
78,"Earth, Wind and Fire",Getaway,1976
79,Daryl Hall and John Oates,She’s Gone,1976
80,Beach Boys,Rock And Roll Music,1976
81,Orleans,Still The One,1976
82,Queen,You’re My Best Friend,1976
83,Jefferson Starship,With Your Love,1976
84,Foghat,Slow Ride,1976
85,Ohio Players,Who’d She Coo,1976
86,David Ruffin,Walk Away From Love,1976
87,Peter Frampton,"Baby, I Love Your Way",1976
88,Candi Staton,Young Hearts Run Free,1976
89,Neil Sedaka,Breaking Up’s Hard To Do,1976
90,Bay City Rollers,Money Honey,1976
91,Parliament,Tear The Roof Off The Sucker,1976
92,Larry Groce,Junk Food Junkie,1976
93,Barry Manilow,Tryin’ To Get The Feeling Again,1976
94,Kiss,Rock And Roll All Nite,1976
95,Rick Dees,Disco Duck,1976
96,Thin Lizzy,The Boys Are Back In Town,1976
97,Steve Miller Band,Take The Money And Run,1976
98,Who,Squeeze Box,1976
99,Glen Campbell,Country Boy (You Got Your Feet In L.A.),1976
0,Rod Stewart,Tonight’s The Night (Gonna Be Alright),1977
1,Andy Gibb,I Just Want To Be Your Everything,1977
2,Emotions,Best Of My Love,1977
3,Barbra Streisand,Love Theme From “A Star Is Born”,1977
4,Hot,Angel In Your Arms,1977
5,Kenny Nolan,I Like Dreamin’,1977
6,Thelma Houston,Don’t Leave Me This Way,1977
7,Rita Coolidge,(Your Love Has Lifted Me) Higher And Higher,1977
8,Alan O’Day,Undercover Angel,1977
9,Mary MacGregor,Torn Between Two Lovers,1977
10,K.C. and The Sunshine Band,I’m Your Boogie Man,1977
11,ABBA,Dancing Queen,1977
12,Leo Sayer,You Make Me Feel Like Dancing,1977
13,Jimmy Buffett,Margaritaville,1977
14,Electric Light Orchestra,Telephone Line,1977
15,Pablo Cruise,Whatcha Gonna Do?,1977
16,Peter McCann,Do You Wanna Make Love,1977
17,Stevie Wonder,Sir Duke,1977
18,Eagles,Hotel California,1977
19,Marvin Gaye,"Got To Give It Up, Pt. 1",1977
20,Bill Conti,Theme From “Rocky” (Gonna Fly Now),1977
21,Glen Campbell,Southern Nights,1977
22,Daryl Hall and John Oates,Rich Girl,1977
23,Leo Sayer,When I Need You,1977
24,Sylvers,Hot Line,1977
25,Rose Royce,Car Wash,1977
26,Marilyn McCoo and Billy Davis Jr.,You Don’t Have To Be A Star,1977
27,Steve Miller Band,Fly Like An Eagle,1977
28,David Soul,Don’t Give Up On Us,1977
29,Stephen Bishop,On And On,1977
30,Foreigner,Feels Like The First Time,1977
31,Climax Blues Band,Couldn’t Get It Right,1977
32,Commodores,Easy,1977
33,Jennifer Warnes,Right Time Of The Night,1977
34,Natalie Cole,I’ve Got Love On My Mind,1977
35,Manfred Mann’s. Earth Band,Blinded By The Light,1977
36,Barry Manilow,Looks Like We Made It,1977
37,Atlanta Rhythm Section,So In To You,1977
38,Fleetwood Mac,Dreams,1977
39,Jacksons,Enjoy Yourself,1977
40,Brick,Dazz,1977
41,Peter Frampton,I’m In You,1977
42,Kenny Rogers,Lucille,1977
43,10cc,The Things We Do For Love,1977
44,Shaun Cassidy,Da Doo Ron Ron,1977
45,James Taylor,Handy Man,1977
46,"Crosby, Stills and Nash",Just A Song Before I Go,1977
47,Alice Cooper,You And Me,1977
48,Johnny Rivers,Swayin’ To The Music (Slow Dancin’),1977
49,Andrew Gold,Lonely Boy,1977
50,Stevie Wonder,I Wish,1977
51,Fleetwood Mac,Don’t Stop,1977
52,Heart,Barracuda,1977
53,Brothers Johnson,Strawberry Letter 23,1977
54,Bob Seger and The Silver Bullet Band,Night Moves,1977
55,Helen Reddy,You’re My World,1977
56,Marshall Tucker Band,Heard It In A Love Song,1977
57,Kansas,Carry On Wayward Son,1977
58,Eagles,New Kid In Town,1977
59,Barbra Streisand,My Heart Belongs To Me,1977
60,Engelbert Humperdinck,After The Lovin’,1977
61,Steve Miller Band,Jet Airliner,1977
62,Burton Cummings,Stand Tall,1977
63,Elvis Presley,Way Down,1977
64,Barry Manilow,Weekend In New England,1977
