,Artist,Title,Year
85,John Lennon,Watching The Wheels,1981
86,Heart,Tell It Like It Is,1981
87,Ronnie Milsap,Smoky Mountain Rain,1981
88,Barry Manilow,I Made It Through The Rain,1981
89,Daryl Hall and John Oates,You’ve Lost That Lovin’ Feelin’,1981
90,Olivia Newton-John and Cliff Richard,Suddenly,1981
91,Sheena Easton,For Your Eyes Only,1981
92,Beach Boys,The Beach Boys Medley,1981
93,Devo,Whip It,1981
94,Sheena Easton,Modern Girl,1981
95,Gary Wright,Really Wanna Know You,1981
96,Rosanne Cash,Seven Year Ache,1981
97,Diana Ross,I’m Coming Out,1981
98,Boz Scaggs,Miss Sun,1981
99,Andy Gibb,Time Is Time,1981
0,Olivia Newton-John,Physical,1982
1,Survivor,Eye Of The Tiger,1982
2,Joan Jett and The Blackhearts,I Love Rock N’ Roll,1982
3,Paul McCartney and Stevie Wonder,Ebony And Ivory,1982
4,J. Geils Band,Centerfold,1982
5,Human League,Don’t You Want Me,1982
6,John Cougar,Jack And Diane,1982
7,John Cougar,Hurts So Good,1982
8,Steve Miller Band,Abracadabra,1982
9,Chicago,Hard To Say I’m Sorry,1982
10,Soft Cell,Tainted Love,1982
11,Vangelis,Chariots Of Fire,1982
12,Quarterflash,Harden My Heart,1982
13,Toto,Rosanna,1982
14,Daryl Hall and John Oates,I Can’t Go For That,1982
15,Tommy Tutone,867-5309 (Jenny),1982
16,Bertie Higgins,Key Largo,1982
17,Melissa Manchester,You Should Hear How She Talks About You,1982
18,Foreigner,Waiting For A Girl Like You,1982
19,Rick Springfield,Don’t Talk To Strangers,1982
20,Juice Newton,The Sweetest Thing,1982
21,Willie Nelson,Always On My Mind,1982
22,Cars,Shake It Up,1982
23,Dazz Band,Let It Whip,1982
24,Go-Go’s,We Got The Beat,1982
25,Ray Parker Jr.,The Other Woman,1982
26,George Benson,Turn Your Love Around,1982
27,Air Supply,Sweet Dreams,1982
28,Motels,Only The Lonely,1982
29,Men At Work,Who Can It Be Now?,1982
30,Fleetwood Mac,Hold Me,1982
31,Alan Parsons Project,Eye In The Sky,1982
32,"Earth, Wind and Fire",Let’s Groove,1982
33,Journey,Open Arms,1982
34,Dan Fogelberg,Leader Of The Band,1982
35,Stevie Nicks and Don Henley,Leather And Lace,1982
36,Air Supply,Even The Nights Are Better,1982
37,Charlene,I’ve Never Been To Me,1982
38,Paul Davis,’65 Love Affair,1982
39,Asia,Heat Of The Moment,1982
40,Little River Band,Take It Easy On Me,1982
41,Buckner and Garcia,Pac-Man Fever,1982
42,Stevie Wonder,That Girl,1982
43,Daryl Hall and John Oates,Private Eyes,1982
44,Lindsey Buckingham,Trouble,1982
45,Roberta Flack,Making Love,1982
46,Juice Newton,Love’s Been A Little Bit Hard On Me,1982
47,Rod Stewart,Young Turks,1982
48,J. Geils Band,Freeze-Frame,1982
49,REO Speedwagon,Keep The Fire Burnin’,1982
50,Huey Lewis and The News,Do You Believe In Love,1982
51,Paul Davis,Cool Night,1982
52,38 Special,Caught Up In You,1982
53,Diana Ross,Why Do Fools Fall In Love?,1982
54,Alabama,Love In The First Degree,1982
55,Royal Philharmonic Orchestra,Hooked On Classics,1982
56,"Crosby, Stills and Nash",Wasted On The Way,1982
57,Eddie Money,Think I’m In Love,1982
58,Donna Summer,Love Is In Control,1982
59,Karla Bonoff,Personally,1982
60,Quincy Jones,Owe Hundred Ways,1982
61,Elton John,Blue Eyes,1982
62,Go-Go’s,Our Lips Are Sealed,1982
63,Sheena Easton,You Could Have Been Wih Me,1982
64,America,You Can Do Magic,1982
65,Daryl Hall and John Oates,Did It In A Minute,1982
66,A Flock Of Seagulls,I Ran,1982
67,Jackson Browne,Somebody’s Baby,1982
68,Commodores,Oh No,1982
69,Paul McCartney,Take It Away,1982
70,Deneice Williams,It’s Gonna Take A Miracle,1982
71,Kenny Rogers,Love Will Turn You Around,1982
72,Journey,Don’t Stop Bellevin’,1982
73,Barbra Streisand,Comin’ In And Out Of Your Life,1982
74,Laura Branigan,Gloria,1982
75,Elton John,Empty Garden,1982
76,Neil Diamond,Yesterday’s Songs,1982
77,Joan Jett and The Blackhearts,Crimson And Clover,1982
78,Police,Every Little Thing She Does Is Magic,1982
79,Air Supply,Here I Am,1982
80,Michael McDonald,I Keep Forgettin’,1982
81,Kool and The Gang,Get Down On It,1982
82,Ronnie Milsap,Any Day Now,1982
83,Olivia Newton-John,Make A Move On Me,1982
84,Kool and The Gang,Take My Heart,1982
85,Diana Ross,Mirror Mirror,1982
86,Go-Go’s,Vacation,1982
87,Van Halen,(Oh) Pretty Woman,1982
88,Pointer Sisters,Should I Do It,1982
89,Billy Idol,Hot In The City,1982
90,Kim Wilde,Kids In America,1982
91,Little River Band,Man On Your Mind,1982
92,Michael Murphy,What’s Forever For,1982
93,Rolling Stones,Waiting On A Friend,1982
94,Stevie Wonder,Do I Do,1982
95,Loverboy,Working For The Weekend,1982
96,Greg Guidry,Goin’ Down,1982
97,Christopher Cross,Arthur’s Theme,1982
98,Kenny Rogers,Through The Years,1982
99,Stevie Nicks,Edge Of Seventeen,1982
0,Police,Every Breath You Take,1983
1,Michael Jackson,Billie Jean,1983
2,Irene Cara,Flashdance… What A Feeling,1983
3,Men At Work,Down Under,1983
4,Michael Jackson,Beat It,1983
5,Bonnie Tyler,Total Eclipse Of The Heart,1983
6,Daryl Hall and John Oates,Maneater,1983
7,Patti Austin and James Ingram,Baby Come To Me,1983
8,Michael Sembello,Maniac,1983
9,Eurythmics,Sweet Dreams (Are Made Of This),1983
10,Culture Club,Do You Really Want To Hurt Me,1983
11,Eddie Rabbitt and Crystal Gayle,You And I,1983
12,Dexy’s Midnight Runners,Come On Eileen,1983
13,Bob Seger and The Silver Bullet Band,Shame On The Moon,1983
14,Donna Summer,She Works Hard For The Money,1983
15,Sergio Mendes,Never Gonna Let You Go,1983
16,Duran Duran,Hungry Like The Wolf,1983
17,David Bowie,Let’s Dance,1983
18,Golden Earring,Twilight Zone,1983
19,Frida,I Know There’s Something Going On,1983
20,Greg Kihn Band,Jeopardy,1983
21,Eddy Grant,Electric Avenue,1983
22,Thomas Dolby,She Blinded Me Withh Science,1983
23,Toto,Africa,1983
24,Prince,Little Red Corvette,1983
25,Pretenders,Back On The Chain Gang,1983
26,Joe Cocker and Jennifer Warnes,Up Where We Belong,1983
27,Styx,Mr. Roboto,1983
28,Lionel Richie,You Are,1983
29,After The Fire,Der Kommissar,1983
30,Taco,Puttin’ On The Ritz,1983
31,Marvin Gaye,Sexual Healing,1983
32,Human League,(Keep Feeling) Fascination,1983
33,Culture Club,Time (Clock Of The Heart),1983
34,Men Without Hats,The Safety Dance,1983
35,Toni Basil,Mickey,1983
36,Phil Collins,You Can’t Hurry Love,1983
37,Journey,Separate Ways,1983
38,Daryl Hall and John Oates,One On One,1983
39,Kenny Rogers and Sheena Easton,We’ve Got Tonight,1983
40,Prince,1999,1983
41,Stray Cats,Stray Cat Strut,1983
42,Billy Joel,Allentown,1983
43,Stevie Nicks,Stand Back,1983
44,Billy Joel,Tell Her About It,1983
45,Naked Eyes,Always Somethmg There To Remind Me,1983
46,Lionel Richie,Truly,1983
47,Don Henley,Dirty Laundry,1983
48,Michael Jackson and Paul McCartney,The Girl Is Mine,1983
49,Kajagoogoo,Too Shy,1983
50,Adam Ant,Goody Two Shoes,1983
51,Clash,Rock The Casbah,1983
52,Madness,Our House,1983
53,Men At Work,Overkill,1983
54,Duran Duran,Is There Something I Should Know,1983
55,Laura Branigan,Gloria,1983
56,Rick Springfield,Affair Of The Heart,1983
57,Tubes,She’s A Beauty,1983
58,Laura Branigan,Solitaire,1983
59,Styx,Don’t Let It End,1983
60,Laura Branigan,How Am I Supposed To Live Without You,1983
61,David Bowie,China Girl,1983
62,Kinks,Come Dancing,1983
63,Naked Eyes,"Promises, Promises",1983
64,Little River Band,The Other Guy,1983
65,Air Supply,Making Love Out Of Nothing At All,1983
66,Daryl Hall and John Oates,Family Man,1983
67,Michael Jackson,Wanna Be Startin’ Somethin’,1983
68,Toto,I Won’t Hold You Back,1983
69,Christopher Cross,All Right,1983
70,Bryan Adams,Straight From The Heart,1983
71,Kenny Loggins,Heart To Heart,1983
72,Lionel Richie,My Love,1983
73,Elton John,I’m Still Standing,1983
74,Loverboy,Hot Girls In Love,1983
75,Men At Work,It’s A Mistake,1983
76,Culture Club,I’ll Tumble 4 Ya,1983
77,Debarge,All This Love,1983
78,Sammy Hagar,Your Love Is Driving Me Crazy,1983
79,Dionne Warwick,Heartbreaker,1983
80,Journey,Faithfully,1983
81,Joe Jackson,Steppin’ Out,1983
82,Quarterflash,Take Me To Heart,1983
83,Stray Cats,(She’s) Sexy + 17,1983
84,Champaign,Try Again,1983
85,Shalamar,Dead Giveaway,1983
86,Jackson Browne,Lawyers In Love,1983
87,Moving Pictures,What About Me,1983
88,Michael Jackson,Human Nature,1983
89,Def Leppard,Photograph,1983
90,Musical Youth,Pass The Dutchie,1983
91,Spandau Ballet,True,1983
92,Frank Stallone,Far From Over,1983
93,Eric Clapton,I’ve Got A Rock ‘N’ Roll Heart,1983
94,Stephen Bishop,It Might Be You,1983
95,Peabo Bryson and Roberta Flack,Tonight I Celebrate My Love,1983
96,Tom Petty and The Heartbreakers,You Got Lucky,1983
97,Asia,Don’t Cry,1983
98,Joe Jackson,Breaking Us In Two,1983
99,"Earth, Wind and Fire",Fall In Love With Me,1983
0,Prince,When Doves Cry,1984
1,Tina Turner,What’s Love Got To Do With It,1984
2,Paul McCartney and Michael Jackson,Say Say Say,1984
3,Kenny Loggins,Footloose,1984
4,Phil Collins,Against All Odds (Take A Look At Me Now),1984
5,Van Halen,Jump,1984
6,Lionel Richie,Hello,1984
7,Yes,Owner Of A Lonely Heart,1984
8,Ray Parker Jr.,Ghostbusters,1984
9,Culture Club,Karma Chameleon,1984
10,John Waite,Missing You,1984
11,Lionel Richie,All Night Long (All Night),1984
12,Deniece Williams,Let’s Hear It For The Boy,1984
13,Bruce Springsteen,Dancing In The Dark,1984
14,Cyndi Lauper,Girls Just Want To Have Fun,1984
15,Duran Duran,The Reflex,1984
16,Cyndi Lauper,Time After Time,1984
17,Pointer Sisters,Jump (For My Love),1984
18,Romantics,Talking In Your Sleep,1984
19,Laura Branigan,Self Control,1984
20,Prince and The Revolution,Let’s Go Crazy,1984
21,Daryl Hall and John Oates,Say It Isn’t So,1984
22,Thompson Twins,Hold Me Now,1984
23,Kool and The Gang,Joanna,1984
24,Stevie Wonder,I Just Called To Say I Love You,1984
25,Rockwell,Somebody’s Watching Me,1984
26,Matthew Wilder,Break My Stride,1984
27,Nena,99 Luftballons,1984
28,Dan Hartman,I Can Dream About You,1984
29,Sheila E.,The Glamorous Life,1984
30,Steve Perry,Oh Sherrie,1984
31,Lionel Richie,Stuck On You,1984
32,Elton John,I Guess That’s Why They Call It The Blues,1984
33,Cyndi Lauper,She Bop,1984
34,Madonna,Borderline,1984
35,Corey Hart,Sunglasses At Night,1984
36,Billy Idol,Eyes Without A Face,1984
37,Eurythmics,Here Comes The Rain Again,1984
38,Billy Joel,Uptown Girl,1984
39,Night Ranger,Sister Christian,1984
40,Cars,Drive,1984
41,Olivia Newton-John,Twist Of Fate,1984
42,Duran Duran,Union Of The Snake,1984
43,Huey Lewis and The News,The Heart Of Rock ‘N’ Roll,1984
44,Chicago,Hard Habit To Break,1984
45,Scandal,The Warrior,1984
46,Peabo Bryson,If Ever You’re In My Arms Again,1984
47,Pointer Sisters,Automatic,1984
48,Shannon,Let The Music Play,1984
49,Julio Iglesias and Willie Nelson,To All The Girls I’ve Loved Before,1984
50,Billy Ocean,Caribbean Queen,1984
51,Genesis,That’s All,1984
52,Lionel Richie,Running With The Night,1984
53,Elton John,Sad Songs (Say So Much),1984
54,Huey Lewis and The News,I Want A New Drug,1984
55,Kenny Rogers and Dolly Parton,Islands In The Stream,1984
56,Pat Benatar,Love Is A Battlefield,1984
57,Rod Stewart,Infatuation,1984
58,Mike Reno and Ann Wilson,Almost Paradise,1984
59,ZZ Top,Legs,1984
60,Jacksons,State Of Shock,1984
61,Rick Springfield,Love Somebody,1984
62,Culture Club,Miss Me Blind,1984
63,Huey Lewis and The News,If This Is It,1984
64,Cars,You Might Think,1984
65,Madonna,Lucky Star,1984
66,Bruce Springsteen,Cover Me,1984
67,Quiet Riot,Cum On Feel The Noize,1984
68,Irene Cara,Breakdance,1984
69,Daryl Hall and John Oates,Adult Education,1984
70,Tracy Ullman,They Don’t Know,1984
71,Billy Joel,An Innocent Man,1984
72,Bananarama,Cruel Summer,1984
73,Wang Chung,Dance Hall Days,1984
74,K.C.,Give It Up,1984
75,Pointer Sisters,I’m So Excited,1984
76,Ray Parker Jr.,I Still Can’t Get Over Loving You,1984
77,Michael Jackson,Thriller,1984
78,Madonna,Holiday,1984
79,Ollie And Jerry,Breakin’… There’s No Stopping Us,1984
80,John Lennon,Nobody Told Me,1984
81,Culture Club,Church Of The Poison Mind,1984
82,Christopher Cross,Think Of Laura,1984
83,Debarge,Time Will Reveal,1984
84,Police,Wrapped Around Your Finger,1984
85,John Cougar Mellencamp,Pink Houses,1984
86,Ratt,Round And Round,1984
87,Go-Go’s,Head Over Heels,1984
88,Billy Joel,The Longest Time,1984
89,Kool and The Gang,Tonight,1984
90,Christine McVie,Got A Hold On Me,1984
91,Shalamar,Dancing In The Sheets,1984
92,Rolling Stones,Undercover Of The Night,1984
93,John Cafferty and The Beaver Brown Band,On The Dark Side,1984
94,Duran Duran,New Moon On Monday,1984
95,Peter Schilling,Major Tom (Coming Home),1984
96,Cars,Magic,1984
97,Night Ranger,When You Close Your Eyes,1984
98,Billy Squier,Rock Me Tonite,1984
99,James Ingram and Michael McDonald,Yah Mo B There,1984
0,Wham!,Careless Whisper,1985
1,Madonna,Like A Virgin,1985
2,Wham!,Wake Me Up Before You Go-Go,1985
3,Foreigner,I Want To Know What Love Is,1985
4,Chaka Khan,I Feel For You,1985
5,Daryl Hall and John Oates,Out Of Touch,1985
6,Tears For Fears,Everybody Wants To Rule The World,1985
7,Dire Straits,Money For Nothing,1985
8,Madonna,Crazy For You,1985
9,A-Ha,Take On Me,1985
10,Paul Young,Everytime You Go Away,1985
11,Phil Collins and Philip Bailey,Easy Lover,1985
12,REO Speedwagon,Can’t Fight This Feeling,1985
13,Starship,We Built This City,1985
14,Huey Lewis and The News,The Power Of Love,1985
15,Simple Minds,Don’t You (Forget About Me),1985
16,Kool and The Gang,Cherish,1985
17,John Parr,St. Elmo’s Fire (Man In Motion),1985
18,Glenn Frey,The Heat Is On,1985
19,U.S.A. For Africa,We Are The World,1985
20,Tears For Fears,Shout,1985
21,Stevie Wonder,Part-Time Lover,1985
22,Whitney Houston,Saving All My Love For You,1985
23,Bryan Adams,Heaven,1985
24,Wham!,Everything She Wants,1985
25,New Edition,Cool It Now,1985
26,Jan Hammer,Miami Vice Theme,1985
27,Billy Ocean,Lover Boy,1985
28,Teena Marie,Lover Girl,1985
29,Glenn Frey,You Belong To The City,1985
30,Ready For The World,Oh Sheila,1985
31,Debarge,Rhythm Of The Night,1985
32,Phil Collins,One More Night,1985
33,Honeydrippers,Sea Of Love,1985
34,Duran Duran,A View To A Kill,1985
35,Duran Duran,The Wild Boys,1985
36,Chicago,You’re The Inspiration,1985
37,Pointer Sisters,Neutron Dance,1985
38,Pat Benatar,We Belong,1985
39,Commodores,Nightshift,1985
40,Howard Jones,Things Can Only Get Better,1985
41,Jack Wagner,All I Need,1985
42,Aretha Franklin,Freeway Of Love,1985
43,Corey Hart,Never Surrender,1985
44,Phil Collins,Sussudio,1985
45,Sheena Easton,Strut,1985
46,Whitney Houston,You Give Good Love,1985
47,Survivor,The Search Is Over,1985
48,Diana Ross,Missing You,1985
49,Phil Collins and Marilyn Martin,Separate Lives,1985
50,Prince and The Revolution,Raspberry Beret,1985
51,Billy Ocean,Suddenly,1985
52,Don Henley,The Boys Of Summer,1985
53,Murray Head,One Night In Bangkok,1985
54,Sting,If You Love Somebody Set Them Free,1985
55,Animotion,Obsession,1985
56,Tina Turner,We Don’t Need Another Hero,1985
57,Madonna,Material Girl,1985
58,Tina Turner,Better Be Good To Me,1985
59,Tears For Fears,Head Over Heels,1985
60,Harold Faltermeyer,Axel F,1985
61,Sade,Smooth Operator,1985
62,Mary Jane Girls,In My House,1985
63,Phil Collins,Don’t Lose My Number,1985
64,Cyndi Lauper,All Through The Night,1985
65,Bryan Adams,Run To You,1985
66,Bruce Springsteen,Glory Days,1985
67,‘Til Tuesday,Voices Carry,1985
68,Kool and The Gang,Misled,1985
69,Eurythmics,Would I Lie To You?,1985
70,ABC,Be Near Me,1985
71,Paul McCartney,No More Lonely Nights,1985
72,Survivor,I Can’t Hold Back,1985
73,Bryan Adams,Summer Of ’69,1985
74,Katrina and The Waves,Walking On Sunshine,1985
75,Wham!,Freedom,1985
76,Julian Lennon,Too Late For Goodbyes,1985
77,Julian Lennon,Valotte,1985
78,Power Station,Some Like It Hot,1985
79,Ashford and Simpson,Solid,1985
80,Madonna,Angel,1985
81,Bruce Springsteen,I’m On Fire,1985
82,Daryl Hall and John Oates,Method Op Modern Love,1985
83,Thompson Twins,Lay Your Hands On Me,1985
84,Debarge,Who’s Holding Donna Now,1985
85,John Cougar Mellencamp,Lonely Ol’ Night,1985
86,Heart,What About Love,1985
87,David Lee Roth,California Girls,1985
88,Kool and The Gang,Fresh,1985
89,Jermaine Jackson,Do What You Do,1985
90,The Time,Jungle Of Love,1985
91,Bruce Springsteen,Born In The USA,1985
92,Tina Turner,Private Dancer,1985
93,Aretha Franklin,Who’s Zoomin’ Who,1985
94,Sting,Fortress Around Your Heart,1985
95,Lionel Richie,Penny Lover,1985
96,Don Henley,All She Wants To Do Is Dance,1985
97,Madonna,Dress You Up,1985
98,Night Ranger,Sentimental Street,1985
99,Sheena Easton,Sugar Walls,1985
0,Dionne and Friends,That’s What Friends Are For,1986
1,Lionel Richie,"Say You, Say Me",1986
2,Klymaxx,I Miss You,1986
3,Patti Labelle and Michael McDonald,On My Own,1986
4,Mr. Mister,Broken Wings,1986
5,Whitney Houston,How Will I Know,1986
6,Eddie Murphy,Party All The Time,1986
7,Survivor,Burning Heart,1986
8,Mr. Mister,Kyrie,1986
9,Robert Palmer,Addicted To Love,1986
10,Whitney Houston,Greatest Love Of All,1986
11,Atlantic Starr,Secret Lovers,1986
12,Carl Anderson and Gloria Loring,Friends And Lovers,1986
13,Peter Cetera,Glory Of Love,1986
14,Pet Shop Boys,West End Girls,1986
15,Billy Ocean,There’ll Be Sad Songs,1986
16,Simple Minds,Alive And Kicking,1986
17,Heart,Never,1986
18,Prince and The Revolution,Kiss,1986
19,Steve Winwood,Higher Love,1986
20,Huey Lewis and The News,Stuck With You,1986
21,Simply Red,Holding Back The Years,1986
22,Peter Gabriel,Sledgehammer,1986
23,Starship,Sara,1986
24,Human League,Human,1986
25,Nu Shooz,I Can’t Wait,1986
26,Berlin,Take My Breath Away,1986
27,Falco,Rock Me Amadeus,1986
28,Madonna,Papa Don’t Preach,1986
29,Bon Jovi,You Give Love A Bad Name,1986
30,Billy Ocean,When The Going Gets Tough,1986
31,Janet Jackson,When I Think Of You,1986
32,Heart,These Dreams,1986
33,Glass Tiger,Don’t Forget Me (When I’m Gone),1986
34,Madonna,Live To Tell,1986
35,Belinda Carlisle,Mad About You,1986
36,Level 42,Something About You,1986
37,Bananarama,Venus,1986
38,Lionel Richie,Dancing On The Ceiling,1986
39,Miami Sound Machine,Conga,1986
40,Cyndi Lauper,True Colors,1986
41,Kenny Loggins,Danger Zone,1986
42,Janet Jackson,What Have You Done For Me Lately,1986
43,Howard Jones,No One Is To Blame,1986
44,Sly Fox,Let’s Go All The Way,1986
45,Robert Palmer,I Didn’t Mean To Turn You On,1986
46,Miami Sound Machine,Words Get In The Way,1986
47,Bangles,Manic Monday,1986
48,Dire Straits,Walk Of Life,1986
49,Boston,Amanda,1986
50,Stacey Q,Two Of Hearts,1986
51,Jets,Crush On You,1986
52,Orchestral Manoeuvres In The Dark,If You Leave,1986
53,Genesis,Invisible Touch,1986
54,Sade,The Sweetest Taboo,1986
55,INXS,What You Need,1986
56,Stevie Nicks,Talk To Me,1986
57,Janet Jackson,Nasty,1986
58,Eddie Money,Take Me Home Tonight,1986
59,Jermaine Stewart,We Don’t Have To Take Our Clothes Off,1986
60,Lisa Lisa and Cult Jam With Full Force,All Cried Out,1986
61,Outfield,Your Love,1986
62,Wham!,I’m Your Man,1986
63,Scritti Politti,Perfect Way,1986
64,James Brown,Living In America,1986
65,John Cougar Mellencamp,R.O.C.K. In The U.S.A.,1986
66,El Debarge,Who’s Johnny,1986
67,Cameo,Word Up,1986
68,Van Halen,Why Can’t This Be Love,1986
69,Mike and The Mechanics,Silent Running,1986
70,Tina Turner,Typical Male,1986
71,John Cougar Mellencamp,Small Town,1986
72,Baltimora,Tarzan Boy,1986
73,Mike and The Mechanics,All I Need Is A Miracle,1986
74,Michael McDonald,Sweet Freedom,1986
75,Madonna,True Blue,1986
76,Timex Social Club,Rumors,1986
77,Dream Academy,Life In A Northern Town,1986
78,Miami Sound Machine,Bad Boy,1986
79,ZZ Top,Sleeping Bag,1986
80,Cars,Tonight She Comes,1986
81,Rod Stewart,Love Touch,1986
82,Sheila E.,A Love Bizarre,1986
83,Genesis,Throwing It All Away,1986
84,Regina,Baby Love,1986
85,Arcadia,Election Day,1986
86,Elton John,Nikita,1986
87,Phil Collins,Take Me Home,1986
88,Run-D.M.C.,Walk This Way,1986
89,Anita Baker,Sweet Love,1986
90,Moody Blues,Your Wildest Dreams,1986
91,Paul McCartney,Spies Like Us,1986
92,Starpoint,Object Of My Desire,1986
93,Daryl Hall,Dreamtime,1986
94,Force M.D.’s,Tender Love,1986
95,Thompson Twins,King For A Day,1986
96,Lionel Richie,Love Will Conquer All,1986
97,George Michael,A Different Corner,1986
98,Toto,I’ll Be Over You,1986
99,Stevie Wonder,Go Home,1986
0,Bangles,Walk Like An Egyptian,1987
1,Heart,Alone,1987
2,Gregory Abbott,Shake You Down,1987
3,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),1987
4,Starship,Nothing’s Gonna Stop Us Now,1987
5,Robbie Nevil,C’est La Vie,1987
6,Whitesnake,Here I Go Again,1987
7,Bruce Hornsby and The Range,The Way It Is,1987
8,Bob Seger,Shakedown,1987
9,Bon Jovi,Livin’ On A Prayer,1987
10,Los Lobos,La Bamba,1987
11,Wang Chung,Everybody Have Fun Tonight,1987
12,Crowded House,Don’t Dream It’s Over,1987
13,Atlantic Starr,Always,1987
14,U2,With Or Without You,1987
15,Jody Watley,Looking For A New Love,1987
16,Lisa Lisa and Cult Jam,Head To Toe,1987
17,Tiffany,I Think We’re Alone Now,1987
18,Billy Idol,Mony Mony,1987
19,Billy Vera and The Beaters,At This Moment,1987
20,Chris De Burgh,The Lady In Red,1987
21,Whitney Houston,Didn’t We Almost Have It All,1987
22,U2,I Still Haven’t Found What I’m Looking For,1987
23,George Michael,I Want Your Sex,1987
24,Duran Duran,Notorious,1987
25,Debbie Gibson,Only In My Dreams,1987
26,Bill Medley and Jennifer Warnes,(I’ve Had) The Time Of My Life,1987
27,Peter Cetera and Amy Grant,The Next Time I Fall,1987
28,Club Nouveau,Lean On Me,1987
29,Madonna,Open Your Heart,1987
30,Lisa Lisa and Cult Jam,Lost In Emotion,1987
31,Cutting Crew,(I Just) Died In Your Arms,1987
32,T’pau,Heart And Soul,1987
33,Kim Wilde,You Keep Me Hangin’ On,1987
34,Georgia Satellites,Keep Your Hands To Yourself,1987
35,Aretha Franklin and George Michael,I Knew You Were Waiting (For Me),1987
36,Janet Jackson,Control,1987
37,Prince,U Got The Look,1987
38,Linda Ronstadt and James Ingram,Somewhere Out There,1987
39,Genesis,Land Of Confusion,1987
40,Huey Lewis and The News,Jacob’s Ladder,1987
41,Madonna,Who’s That Girl,1987
42,Jets,You Got It All,1987
43,Samantha Fox,Touch Me (I Want Your Body),1987
44,Michael Jackson and Siedah Garrett,I Just Can’t Stop Loving You,1987
45,Madonna,Causing A Commotion,1987
46,Genesis,In Too Deep,1987
47,Janet Jackson,Let’s Wait Awhile,1987
48,Huey Lewis and The News,Hip To Be Square,1987
49,Chicago,Will You Still Love Me?,1987
50,Fleetwood Mac,Little Lies,1987
51,Suzanne Vega,Luka,1987
52,Bananarama,I Heard A Rumour,1987
53,Richard Marx,Don’t Mean Nothing,1987
54,Kenny G,Songbird,1987
55,Europe,Carrie,1987
56,System,Don’t Disturb This Groove,1987
57,Madonna,La Isla Bonita,1987
58,Michael Jackson,Bad,1987
59,Prince,Sign ‘O’ The Times,1987
60,Cyndi Lauper,Change Of Heart,1987
61,Expose,Come Go With Me,1987
62,Dan Hill,Can’t We Try,1987
63,Billy Idol,To Be A Lover,1987
64,Bruce Hornsby and The Range,Mandolin Rain,1987
65,Swing Out Sister,Breakout,1987
66,Ben E. King,Stand By Me,1987
67,Genesis,"Tonight, Tonight, Tonight",1987
68,Glass Tiger,Someday,1987
69,ABC,When Smokey Sings,1987
70,Levert,Casanova,1987
71,Gloria Estefan and Miami Sound Machine,Rhythm Is Gonna Get You,1987
72,Whispers,Rock Steady,1987
73,Bon Jovi,Wanted Dead Or Alive,1987
74,Peter Gabriel,Big Time,1987
75,Steve Winwood,The Finer Things,1987
76,Expose,Let Me Be The One,1987
77,Survivor,Is This Love,1987
78,Herb Alpert,Diamonds,1987
79,Expose,Point Of No Return,1987
80,Fleetwood Mac,Big Love,1987
81,Lou Gramm,Midnight Blue,1987
82,Crowded House,Something So Strong,1987
83,Bryan Adams,Heat Of The Night,1987
84,Glenn Medeiros,Nothing’s Gonna Change My Love For You,1987
85,Bruce Springsteen,Brilliant Disguise,1987
86,Smokey Robinson,Just To See Her,1987
87,Heart,Who Will You Run Too,1987
88,Bruce Willis,Respect Yourself,1987
89,Jets,Cross My Broken Heart,1987
90,Kool and The Gang,Victory,1987
91,Pretenders,Don’t Get Me Wrong,1987
92,Huey Lewis and The News,Doing It All For My Baby,1987
93,Breakfast Club,Right On Track,1987
94,Lionel Richie,Ballerina Girl,1987
95,Kenny Loggins,Meet Me Half Way,1987
96,Cutting Crew,I’ve Been In Love Before,1987
97,Beastie Boys,(You Gotta) Fight For Your Right (To Party),1987
98,Pseudo Echo,Funkytown,1987
99,Ready For The World,Love You Down,1987
0,George Michael,Faith,1988
1,INXS,Need You Tonight,1988
2,George Harrison,Got My Mind Set On You,1988
3,Rick Astley,Never Gonna Give You Up,1988
4,Guns N’ Roses,Sweet Child O’ Mine,1988
5,Whitney Houston,So Emotional,1988
6,Belinda Carlisle,Heaven Is A Place On Earth,1988
7,Tiffany,Could’ve Been,1988
8,Breathe,Hands To Heaven,1988
9,Steve Winwood,Roll With It,1988
10,George Michael,One More Try,1988
11,Terence Trent d’Arby,Wishing Well,1988
12,Gloria Estefan and Miami Sound Machine,Anything For You,1988
13,Cheap Trick,The Flame,1988
14,Billy Ocean,"Get Outta My Dreams, Get Into My Car",1988
15,Expose,Seasons Change,1988
16,Whitesnake,Is This Love,1988
17,Escape Club,"Wild, Wild West",1988
18,Def Leppard,Pour Some Sugar On Me,1988
19,Taylor Dayne,I’ll Always Love You,1988
20,Michael Jackson,Man In The Mirror,1988
21,Debbie Gibson,Shake Your Love,1988
22,Robert Palmer,Simply Irresistible,1988
23,Richard Marx,Hold On To The Nights,1988
24,Eric Carnen,Hungry Eyes,1988
25,Johnny Hates Jazz,Shattered Dreams,1988
26,George Michael,Father Figure,1988
27,Samantha Fox,Naughty Girls (Need Love Too),1988
28,Phil Collins,A Groovy Kind Of Love,1988
29,Def Leppard,Love Bites,1988
30,Richard Marx,Endless Summer Nights,1988
31,Debbie Gibson,Foolish Beat,1988
32,Whitney Houston,Where Do Broken Hearts Go,1988
